n_communities,pref_attachment,strategy,network,threshold_idx,threshold_value,median_final_adoption
34.0,0.33,internal_density,geslacht,3,0.2,9.0
34.0,0.33,internal_density,lft,0,0.05,7975.0
34.0,0.33,internal_density,lft,1,0.1,8.0
34.0,0.33,internal_density,lft,2,0.15000000000000002,8.0
34.0,0.33,internal_density,lft,3,0.2,8.0
34.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7945.5
34.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,13.5
34.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
34.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,9.0
34.0,0.33,external_exposure_ratio,geslacht,0,0.05,8598.0
34.0,0.33,external_exposure_ratio,geslacht,1,0.1,8.0
34.0,0.33,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
34.0,0.33,external_exposure_ratio,geslacht,3,0.2,8.0
34.0,0.33,external_exposure_ratio,lft,0,0.05,7975.0
34.0,0.33,external_exposure_ratio,lft,1,0.1,33.5
34.0,0.33,external_exposure_ratio,lft,2,0.15000000000000002,14.0
34.0,0.33,external_exposure_ratio,lft,3,0.2,14.0
34.0,0.33,random,etngrp_geslacht_lft_oplniv,0,0.05,7945.5
34.0,0.33,random,etngrp_geslacht_lft_oplniv,1,0.1,12.0
34.0,0.33,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.5
34.0,0.33,random,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.33,random,geslacht,0,0.05,8598.0
34.0,0.33,random,geslacht,1,0.1,14.5
34.0,0.33,random,geslacht,2,0.15000000000000002,8.0
34.0,0.33,random,geslacht,3,0.2,8.0
34.0,0.33,random,lft,0,0.05,7975.5
34.0,0.33,random,lft,1,0.1,19.5
34.0,0.33,random,lft,2,0.15000000000000002,9.0
34.0,0.33,random,lft,3,0.2,8.0
34.0,0.33,size,etngrp_geslacht_lft_oplniv,0,0.05,7945.0
34.0,0.33,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
34.0,0.33,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
34.0,0.33,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.33,size,geslacht,0,0.05,8598.0
34.0,0.33,size,geslacht,1,0.1,21.0
34.0,0.33,size,geslacht,2,0.15000000000000002,9.0
34.0,0.33,size,geslacht,3,0.2,9.0
34.0,0.33,size,lft,0,0.05,7975.0
34.0,0.33,size,lft,1,0.1,9.5
34.0,0.33,size,lft,2,0.15000000000000002,8.0
34.0,0.33,size,lft,3,0.2,8.0
100.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7962.0
100.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,7962.0
100.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
100.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,8.0
100.0,0.0,combined_score,geslacht,0,0.05,8467.5
100.0,0.0,combined_score,geslacht,1,0.1,5267.5
100.0,0.0,combined_score,geslacht,2,0.15000000000000002,8.5
100.0,0.0,combined_score,geslacht,3,0.2,8.0
100.0,0.0,combined_score,lft,0,0.05,8047.0
100.0,0.0,combined_score,lft,1,0.1,8.0
100.0,0.0,combined_score,lft,2,0.15000000000000002,8.0
100.0,0.0,combined_score,lft,3,0.2,8.0
100.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7962.0
100.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,7962.0
100.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
100.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,8.0
100.0,0.0,internal_density,geslacht,0,0.05,8601.0
100.0,0.0,internal_density,geslacht,1,0.1,5326.0
100.0,0.0,internal_density,geslacht,2,0.15000000000000002,8.0
100.0,0.0,internal_density,geslacht,3,0.2,8.0
100.0,0.0,internal_density,lft,0,0.05,7949.0
100.0,0.0,internal_density,lft,1,0.1,8.0
100.0,0.0,internal_density,lft,2,0.15000000000000002,8.0
100.0,0.0,internal_density,lft,3,0.2,8.0
100.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7962.5
100.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,7962.0
100.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.5
100.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,8.0
100.0,0.0,external_exposure_ratio,geslacht,0,0.05,8601.0
100.0,0.0,external_exposure_ratio,geslacht,1,0.1,5099.0
100.0,0.0,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
100.0,0.0,external_exposure_ratio,geslacht,3,0.2,8.0
100.0,0.0,external_exposure_ratio,lft,0,0.05,8047.0
100.0,0.0,external_exposure_ratio,lft,1,0.1,12.5
100.0,0.0,external_exposure_ratio,lft,2,0.15000000000000002,9.0
100.0,0.0,external_exposure_ratio,lft,3,0.2,9.0
100.0,0.0,random,etngrp_geslacht_lft_oplniv,0,0.05,7962.0
100.0,0.0,random,etngrp_geslacht_lft_oplniv,1,0.1,7962.0
100.0,0.0,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
100.0,0.0,random,etngrp_geslacht_lft_oplniv,3,0.2,8.0
100.0,0.0,random,geslacht,0,0.05,8601.0
100.0,0.0,random,geslacht,1,0.1,2494.5
100.0,0.0,random,geslacht,2,0.15000000000000002,8.0
100.0,0.0,random,geslacht,3,0.2,8.0
100.0,0.0,random,lft,0,0.05,8047.0
100.0,0.0,random,lft,1,0.1,6395.0
100.0,0.0,random,lft,2,0.15000000000000002,8.5
100.0,0.0,random,lft,3,0.2,8.0
100.0,0.0,size,etngrp_geslacht_lft_oplniv,0,0.05,7962.0
100.0,0.0,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
100.0,0.0,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
100.0,0.0,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
100.0,0.0,size,geslacht,0,0.05,8601.0
100.0,0.0,size,geslacht,1,0.1,2650.5
100.0,0.0,size,geslacht,2,0.15000000000000002,8.0
100.0,0.0,size,geslacht,3,0.2,8.0
100.0,0.0,size,lft,0,0.05,8047.0
100.0,0.0,size,lft,1,0.1,8.0
100.0,0.0,size,lft,2,0.15000000000000002,8.0
100.0,0.0,size,lft,3,0.2,8.0
1.0,0.44,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7926.0
1.0,0.44,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,7926.0
1.0,0.44,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
1.0,0.44,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,9.0
1.0,0.44,combined_score,geslacht,0,0.05,8601.0
1.0,0.44,combined_score,geslacht,1,0.1,27.0
1.0,0.44,combined_score,geslacht,2,0.15000000000000002,10.0
1.0,0.44,combined_score,geslacht,3,0.2,9.0
1.0,0.44,combined_score,lft,0,0.05,7945.0
1.0,0.44,combined_score,lft,1,0.1,8.0
1.0,0.44,combined_score,lft,2,0.15000000000000002,8.0
1.0,0.44,combined_score,lft,3,0.2,8.0
1.0,0.44,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7926.0
1.0,0.44,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,7926.0
1.0,0.44,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
1.0,0.44,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,9.0
1.0,0.44,internal_density,geslacht,0,0.05,8601.0
1.0,0.44,internal_density,geslacht,1,0.1,20.5
1.0,0.44,internal_density,geslacht,2,0.15000000000000002,9.0
1.0,0.44,internal_density,geslacht,3,0.2,9.0
1.0,0.44,internal_density,lft,0,0.05,7945.0
1.0,0.44,internal_density,lft,1,0.1,8.0
1.0,0.44,internal_density,lft,2,0.15000000000000002,8.0
1.0,0.44,internal_density,lft,3,0.2,8.0
1.0,0.44,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7926.0
1.0,0.44,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,14.0
1.0,0.44,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
1.0,0.44,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,8.0
1.0,0.44,external_exposure_ratio,geslacht,0,0.05,8601.0
1.0,0.44,external_exposure_ratio,geslacht,1,0.1,8.0
1.0,0.44,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
1.0,0.44,external_exposure_ratio,geslacht,3,0.2,8.0
1.0,0.44,external_exposure_ratio,lft,0,0.05,7946.0
1.0,0.44,external_exposure_ratio,lft,1,0.1,31.5
1.0,0.44,external_exposure_ratio,lft,2,0.15000000000000002,16.5
1.0,0.44,external_exposure_ratio,lft,3,0.2,15.0
1.0,0.44,random,etngrp_geslacht_lft_oplniv,0,0.05,7927.0
1.0,0.44,random,etngrp_geslacht_lft_oplniv,1,0.1,12.0
1.0,0.44,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,10.5
1.0,0.44,random,etngrp_geslacht_lft_oplniv,3,0.2,10.0
1.0,0.44,random,geslacht,0,0.05,8601.0
1.0,0.44,random,geslacht,1,0.1,16.0
1.0,0.44,random,geslacht,2,0.15000000000000002,8.0
1.0,0.44,random,geslacht,3,0.2,8.0
1.0,0.44,random,lft,0,0.05,7945.5
1.0,0.44,random,lft,1,0.1,13.5
1.0,0.44,random,lft,2,0.15000000000000002,8.5
1.0,0.44,random,lft,3,0.2,8.5
1.0,0.44,size,etngrp_geslacht_lft_oplniv,0,0.05,7926.0
1.0,0.44,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
1.0,0.44,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
1.0,0.44,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
1.0,0.44,size,geslacht,0,0.05,8601.0
1.0,0.44,size,geslacht,1,0.1,25.5
1.0,0.44,size,geslacht,2,0.15000000000000002,10.0
1.0,0.44,size,geslacht,3,0.2,8.5
1.0,0.44,size,lft,0,0.05,7945.0
1.0,0.44,size,lft,1,0.1,8.0
1.0,0.44,size,lft,2,0.15000000000000002,8.0
1.0,0.44,size,lft,3,0.2,8.0
78.0,0.66,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7967.0
78.0,0.66,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,18.0
78.0,0.66,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
78.0,0.66,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,8.0
78.0,0.66,combined_score,geslacht,0,0.05,8589.0
78.0,0.66,combined_score,geslacht,1,0.1,27.0
78.0,0.66,combined_score,geslacht,2,0.15000000000000002,9.0
78.0,0.66,combined_score,geslacht,3,0.2,8.0
78.0,0.66,combined_score,lft,0,0.05,7916.0
78.0,0.66,combined_score,lft,1,0.1,8.0
78.0,0.66,combined_score,lft,2,0.15000000000000002,8.0
78.0,0.66,combined_score,lft,3,0.2,8.0
78.0,0.66,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7967.0
78.0,0.66,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,15.0
78.0,0.66,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
78.0,0.66,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,8.0
78.0,0.66,internal_density,geslacht,0,0.05,8589.0
78.0,0.66,internal_density,geslacht,1,0.1,21.5
78.0,0.66,internal_density,geslacht,2,0.15000000000000002,10.0
78.0,0.66,internal_density,geslacht,3,0.2,8.0
78.0,0.66,internal_density,lft,0,0.05,3963.5
78.0,0.66,internal_density,lft,1,0.1,8.0
78.0,0.66,internal_density,lft,2,0.15000000000000002,8.0
78.0,0.66,internal_density,lft,3,0.2,8.0
78.0,0.66,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7967.0
78.0,0.66,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,12.5
78.0,0.66,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
78.0,0.66,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,8.0
78.0,0.66,external_exposure_ratio,geslacht,0,0.05,8589.0
78.0,0.66,external_exposure_ratio,geslacht,1,0.1,8.0
78.0,0.66,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
78.0,0.66,external_exposure_ratio,geslacht,3,0.2,8.0
78.0,0.66,external_exposure_ratio,lft,0,0.05,7917.0
78.0,0.66,external_exposure_ratio,lft,1,0.1,7917.0
78.0,0.66,external_exposure_ratio,lft,2,0.15000000000000002,21.5
78.0,0.66,external_exposure_ratio,lft,3,0.2,16.5
78.0,0.66,random,etngrp_geslacht_lft_oplniv,0,0.05,7968.0
78.0,0.66,random,etngrp_geslacht_lft_oplniv,1,0.1,12.5
78.0,0.66,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
78.0,0.66,random,etngrp_geslacht_lft_oplniv,3,0.2,8.5
78.0,0.66,random,geslacht,0,0.05,8589.0
78.0,0.66,random,geslacht,1,0.1,16.0
78.0,0.66,random,geslacht,2,0.15000000000000002,8.0
78.0,0.66,random,geslacht,3,0.2,8.0
78.0,0.66,random,lft,0,0.05,7916.5
78.0,0.66,random,lft,1,0.1,17.0
78.0,0.66,random,lft,2,0.15000000000000002,9.0
78.0,0.66,random,lft,3,0.2,9.0
78.0,0.66,size,etngrp_geslacht_lft_oplniv,0,0.05,7967.0
78.0,0.66,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
78.0,0.66,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
78.0,0.66,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
78.0,0.66,size,geslacht,0,0.05,8589.0
78.0,0.66,size,geslacht,1,0.1,25.5
78.0,0.66,size,geslacht,2,0.15000000000000002,9.0
78.0,0.66,size,geslacht,3,0.2,9.0
78.0,0.66,size,lft,0,0.05,7916.0
78.0,0.66,size,lft,1,0.1,8.0
78.0,0.66,size,lft,2,0.15000000000000002,8.0
78.0,0.66,size,lft,3,0.2,8.0
78.0,0.77,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7954.0
78.0,0.77,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,17.0
78.0,0.77,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
78.0,0.77,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,8.0
78.0,0.77,combined_score,geslacht,0,0.05,8598.0
78.0,0.77,combined_score,geslacht,1,0.1,33.0
78.0,0.77,combined_score,geslacht,2,0.15000000000000002,9.0
78.0,0.77,combined_score,geslacht,3,0.2,8.0
78.0,0.77,combined_score,lft,0,0.05,7918.0
78.0,0.77,combined_score,lft,1,0.1,8.0
78.0,0.77,combined_score,lft,2,0.15000000000000002,8.0
78.0,0.77,combined_score,lft,3,0.2,8.0
78.0,0.77,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7954.0
78.0,0.77,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,14.0
78.0,0.77,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
78.0,0.77,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,8.0
78.0,0.77,internal_density,geslacht,0,0.05,8598.0
78.0,0.77,internal_density,geslacht,1,0.1,22.5
78.0,0.77,internal_density,geslacht,2,0.15000000000000002,8.5
78.0,0.77,internal_density,geslacht,3,0.2,8.0
78.0,0.77,internal_density,lft,0,0.05,7918.0
78.0,0.77,internal_density,lft,1,0.1,8.0
78.0,0.77,internal_density,lft,2,0.15000000000000002,8.0
78.0,0.77,internal_density,lft,3,0.2,8.0
78.0,0.77,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7954.0
78.0,0.77,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,14.0
78.0,0.77,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,10.0
78.0,0.77,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,9.0
78.0,0.77,external_exposure_ratio,geslacht,0,0.05,8598.0
78.0,0.77,external_exposure_ratio,geslacht,1,0.1,8.0
78.0,0.77,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
78.0,0.77,external_exposure_ratio,geslacht,3,0.2,8.0
78.0,0.77,external_exposure_ratio,lft,0,0.05,7919.0
78.0,0.77,external_exposure_ratio,lft,1,0.1,7918.5
78.0,0.77,external_exposure_ratio,lft,2,0.15000000000000002,19.0
78.0,0.77,external_exposure_ratio,lft,3,0.2,19.5
78.0,0.77,random,etngrp_geslacht_lft_oplniv,0,0.05,7954.0
78.0,0.77,random,etngrp_geslacht_lft_oplniv,1,0.1,7954.0
78.0,0.77,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
78.0,0.77,random,etngrp_geslacht_lft_oplniv,3,0.2,9.0
78.0,0.77,random,geslacht,0,0.05,8598.0
78.0,0.77,random,geslacht,1,0.1,15.0
78.0,0.77,random,geslacht,2,0.15000000000000002,8.0
78.0,0.77,random,geslacht,3,0.2,8.0
78.0,0.77,random,lft,0,0.05,7918.0
78.0,0.77,random,lft,1,0.1,11.0
78.0,0.77,random,lft,2,0.15000000000000002,9.0
78.0,0.77,random,lft,3,0.2,9.0
78.0,0.77,size,etngrp_geslacht_lft_oplniv,0,0.05,7954.0
78.0,0.77,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
78.0,0.77,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
78.0,0.77,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
78.0,0.77,size,geslacht,0,0.05,8598.0
78.0,0.77,size,geslacht,1,0.1,32.5
78.0,0.77,size,geslacht,2,0.15000000000000002,8.0
78.0,0.77,size,geslacht,3,0.2,8.0
78.0,0.77,size,lft,0,0.05,7918.0
78.0,0.77,size,lft,1,0.1,8.0
78.0,0.77,size,lft,2,0.15000000000000002,8.0
78.0,0.77,size,lft,3,0.2,8.0
12.0,0.22,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7952.0
12.0,0.22,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,7952.0
12.0,0.22,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
12.0,0.22,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,9.0
12.0,0.22,combined_score,geslacht,0,0.05,8601.0
12.0,0.22,combined_score,geslacht,1,0.1,16.0
12.0,0.22,combined_score,geslacht,2,0.15000000000000002,9.5
12.0,0.22,combined_score,geslacht,3,0.2,8.0
12.0,0.22,combined_score,lft,0,0.05,8007.0
12.0,0.22,combined_score,lft,1,0.1,8.0
12.0,0.22,combined_score,lft,2,0.15000000000000002,8.0
12.0,0.22,combined_score,lft,3,0.2,8.0
12.0,0.22,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7952.0
12.0,0.22,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,7952.0
12.0,0.22,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
12.0,0.22,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,9.0
12.0,0.22,internal_density,geslacht,0,0.05,8601.0
12.0,0.22,internal_density,geslacht,1,0.1,14.5
12.0,0.22,internal_density,geslacht,2,0.15000000000000002,9.0
12.0,0.22,internal_density,geslacht,3,0.2,9.0
12.0,0.22,internal_density,lft,0,0.05,8007.0
12.0,0.22,internal_density,lft,1,0.1,9.0
12.0,0.22,internal_density,lft,2,0.15000000000000002,8.0
12.0,0.22,internal_density,lft,3,0.2,8.0
12.0,0.22,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7952.0
12.0,0.22,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,15.0
12.0,0.22,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,10.0
12.0,0.22,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,9.0
12.0,0.22,external_exposure_ratio,geslacht,0,0.05,8601.0
12.0,0.22,external_exposure_ratio,geslacht,1,0.1,8.0
12.0,0.22,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
12.0,0.22,external_exposure_ratio,geslacht,3,0.2,8.0
12.0,0.22,external_exposure_ratio,lft,0,0.05,8007.0
12.0,0.22,external_exposure_ratio,lft,1,0.1,25.5
12.0,0.22,external_exposure_ratio,lft,2,0.15000000000000002,12.0
12.0,0.22,external_exposure_ratio,lft,3,0.2,11.0
12.0,0.22,random,etngrp_geslacht_lft_oplniv,0,0.05,7953.0
12.0,0.22,random,etngrp_geslacht_lft_oplniv,1,0.1,11.0
12.0,0.22,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
12.0,0.22,random,etngrp_geslacht_lft_oplniv,3,0.2,8.0
12.0,0.22,random,geslacht,0,0.05,8601.0
12.0,0.22,random,geslacht,1,0.1,10.0
12.0,0.22,random,geslacht,2,0.15000000000000002,8.0
12.0,0.22,random,geslacht,3,0.2,8.0
12.0,0.22,random,lft,0,0.05,8007.0
12.0,0.22,random,lft,1,0.1,10.0
12.0,0.22,random,lft,2,0.15000000000000002,9.0
12.0,0.22,random,lft,3,0.2,9.0
12.0,0.22,size,etngrp_geslacht_lft_oplniv,0,0.05,7952.0
12.0,0.22,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
12.0,0.22,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
12.0,0.22,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
12.0,0.22,size,geslacht,0,0.05,8601.0
12.0,0.22,size,geslacht,1,0.1,17.0
12.0,0.22,size,geslacht,2,0.15000000000000002,9.0
12.0,0.22,size,geslacht,3,0.2,8.0
12.0,0.22,size,lft,0,0.05,8007.0
12.0,0.22,size,lft,1,0.1,9.0
12.0,0.22,size,lft,2,0.15000000000000002,8.0
12.0,0.22,size,lft,3,0.2,8.0
34.0,0.11,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7950.0
34.0,0.11,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,7950.0
34.0,0.11,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
34.0,0.11,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.11,combined_score,geslacht,0,0.05,8601.0
34.0,0.11,combined_score,geslacht,1,0.1,15.0
34.0,0.11,combined_score,geslacht,2,0.15000000000000002,9.0
34.0,0.11,combined_score,geslacht,3,0.2,8.5
34.0,0.11,combined_score,lft,0,0.05,8037.0
34.0,0.11,combined_score,lft,1,0.1,8.0
34.0,0.11,combined_score,lft,2,0.15000000000000002,8.0
34.0,0.11,combined_score,lft,3,0.2,8.0
34.0,0.11,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7950.0
34.0,0.11,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,7950.0
34.0,0.11,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
34.0,0.11,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.11,internal_density,geslacht,0,0.05,8601.0
34.0,0.11,internal_density,geslacht,1,0.1,22.5
34.0,0.11,internal_density,geslacht,2,0.15000000000000002,8.0
34.0,0.11,internal_density,geslacht,3,0.2,8.0
34.0,0.11,internal_density,lft,0,0.05,8037.0
34.0,0.11,internal_density,lft,1,0.1,9.0
34.0,0.11,internal_density,lft,2,0.15000000000000002,8.0
34.0,0.11,internal_density,lft,3,0.2,8.0
34.0,0.11,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7950.0
34.0,0.11,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,12.0
34.0,0.11,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
34.0,0.11,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.11,external_exposure_ratio,geslacht,0,0.05,8601.0
34.0,0.11,external_exposure_ratio,geslacht,1,0.1,11.0
34.0,0.11,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
34.0,0.11,external_exposure_ratio,geslacht,3,0.2,8.0
34.0,0.11,external_exposure_ratio,lft,0,0.05,8037.0
34.0,0.11,external_exposure_ratio,lft,1,0.1,18.5
34.0,0.11,external_exposure_ratio,lft,2,0.15000000000000002,10.5
34.0,0.11,external_exposure_ratio,lft,3,0.2,10.0
34.0,0.11,random,etngrp_geslacht_lft_oplniv,0,0.05,7950.5
34.0,0.11,random,etngrp_geslacht_lft_oplniv,1,0.1,12.5
34.0,0.11,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.5
34.0,0.11,random,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.11,random,geslacht,0,0.05,8601.0
34.0,0.11,random,geslacht,1,0.1,12.0
34.0,0.11,random,geslacht,2,0.15000000000000002,8.0
34.0,0.11,random,geslacht,3,0.2,8.0
34.0,0.11,random,lft,0,0.05,8037.0
34.0,0.11,random,lft,1,0.1,10.5
34.0,0.11,random,lft,2,0.15000000000000002,9.0
34.0,0.11,random,lft,3,0.2,8.0
34.0,0.11,size,etngrp_geslacht_lft_oplniv,0,0.05,7950.0
34.0,0.11,size,etngrp_geslacht_lft_oplniv,1,0.1,9.0
34.0,0.11,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
34.0,0.11,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.11,size,geslacht,0,0.05,8601.0
34.0,0.11,size,geslacht,1,0.1,14.5
34.0,0.11,size,geslacht,2,0.15000000000000002,9.0
34.0,0.11,size,geslacht,3,0.2,8.0
34.0,0.11,size,lft,0,0.05,8037.0
34.0,0.11,size,lft,1,0.1,9.0
34.0,0.11,size,lft,2,0.15000000000000002,8.0
34.0,0.11,size,lft,3,0.2,8.0
